text,sentiment,,,,,,
 oks  yes infact we had chatted earlier on n00b.in as well,neutral,,,,,,
 And you as well bro,neutral,,,,,,
 im sorry  i wish that i was there instead (it would give you a good excuse to get away from him) hehe...i love you <3,neutral,,,,,,
"True to form, Bank Holiday Monday looks like it might be rainy. Hope it holds off til later, family&friends plan walk and picnic today",positive,,,,,,
 how do you call that number from the UK ??  I really want to call u but I don`t know how to  xxxxxx,neutral,,,,,,
Thinks FML should changed to LML (love my life),positive,,,,,,
"Ha,  i`m giving spymaster a chance - just curious! will miss u",negative,,,,,,
" Ah, I thought management fiat was your own fiat  Oh well... And... Shripriya (or Shri if one must shorten it).",neutral,,,,,,
"Loves the 2nd half of even days, orch and jazz band with daddy",positive,,,,,,
is tired. And turning off the Internet. You can play on it in the morning.,negative,,,,,,
Watching WALL-E.....it`s so cute but sad,neutral,,,,,,
happy star wars day,positive,,,,,,
Just got notified my podcast was accepted into iTunes. http://budurl.com/SBit Of course I then realized it was miss formated  Fixed now.,negative,,,,,,
Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   <333333333 txt.me.hon!!!,positive,,,,,,
is tired of summer already,negative,,,,,,
"There mite be a article in the trib bout portia, keep an eye out for it.",neutral,,,,,,
 I`ve given up on pizza - kids would never let me have my fav  (the hot ones),negative,,,,,,
im hangin out with my cousin holly and tlkin 2 my grandparents.......  my phone went dead,negative,,,,,,
 Thats great,positive,,,,,,
Princess Sakura is MINE  therefor i want to use it on TJ! grr,neutral,,,,,,
i wish i could teach my dog how to play xbox!  alas...no thumbs,negative,,,,,,
Cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.,neutral,,,,,,
 thanks! I`m totally bushed today though time for some coding,positive,,,,,,
still making icons,neutral,,,,,,
"gonna go 2 bed now, night tweeters  , dont think about me when you sleep ;) hahah nite all",neutral,,,,,,
Waiting for my turn on wii fit gym closed,neutral,,,,,,
Omg!!! Is this the sun glimpsing through the clouds?! Woohoo!,positive,,,,,,
" haha yea, i just feel like its being taken the wrong direction, used to be a cool place, now its a mess",negative,,,,,,
 shes must be a truly amazing woman for having a phenomenal son..,positive,,,,,,
 very nice...i cleared my head,positive,,,,,,
" I think it`ll be more like a casual attendance instead of a review, as there might not be another issue of felix by then.  Thanks.",neutral,,,,,,
" Your pic didn`t show up for me  Boo!!!! All the other pics on that site show up, but not yours",neutral,,,,,,
"baby i need you , right here , right now",neutral,,,,,,
" umm get ready, help my mum, give GJ his presents when he gets up (could be a while), wait for people to arrive, then party",positive,,,,,,
 together,neutral,,,,,,
http://twitpic.com/4wuaq - another prof pic.,neutral,,,,,,
Happy Mother`s Day mom,positive,,,,,,
 http://twitpic.com/4vw9a - I`m not gonna buy one...nor two... But three! I will be the ultimate slaughter machine!,neutral,,,,,,
#asylm yay registered but lost all my friends,negative,,,,,,
"church bellss are ringin  got to go. adieu,(god bless in german)",positive,,,,,,
Still feel like craaaap and like everyone on earth needs to know this lol... Have fun birdies,neutral,,,,,,
 watching dor on utv movies again great performance,positive,,,,,,
did U watch the spelling bee contest ? winner: Kavya Shivshankar ! Impressive performance - i had not even heared most of the words b4,positive,,,,,,
 probably not in this weather,negative,,,,,,
some relaxation. so much things on my list... but really not that much,neutral,,,,,,
....got your message!!! You are such a twitter freak!,neutral,,,,,,
 no wonder you hate driving and country roads and stuff,negative,,,,,,
heading out to (a long)band practice. last one before our first show on Saturday night. Hope it`s a good one  http://digg.com/u12MIW,positive,,,,,,
says HAPPY MOTHER`S DAY TO ALL THE MOMS OUT THERE!  http://plurk.com/p/stezd,positive,,,,,,
 sorry to hear your news,negative,,,,,,
" I`ve been there.  The only place I have flown out of since moving up north. Really pretty area for flying, but very expensive",neutral,,,,,,
sad.. Daniel is leaving Florida now.. just gave him a big hug,negative,,,,,,
it`s mother`s day...i already bought and gave my mother`s day present to my mother.,positive,,,,,,
Best friend is leaving to go back to school today..I am so sad,negative,,,,,,
" hey, what about us followers in ATL!!!!",neutral,,,,,,
11:11 pm Perrrfect universal alignment.    <33,neutral,,,,,,
has a new nick name - arosh ..i like i like,positive,,,,,,
i was so bored i decided to iron all my baju sklh. thn i realized i hate doing tht. so all i did was iron a sleeve HAHAHA. im off to schl,neutral,,,,,,
 No Trump casino in Vegas.,neutral,,,,,,
"_jimski .....in my book, yes",neutral,,,,,,
 ilooked in my phone book and ur name was the first to show and i was like i got ti-ti number but it was just ur email,neutral,,,,,,
asks for karma points please.  http://plurk.com/p/wxnt9,neutral,,,,,,
 Will do,neutral,,,,,,
OFFICIALLY booked for seattle with  and  it`s going to be THE best birthday weekend EVER!   :you made me sad,neutral,,,,,,
_carter THE LINK DOESNT WORK,neutral,,,,,,
"_M Awww, our Mother`s day has been and gone :o(.  No work today, off out witht he camera in a little while, hopefully",neutral,,,,,,
 i guess you get loads of emails & people asking you stuff al the time but i seriously wonder if you ever read my comments  x,negative,,,,,,
Up late with nothin 2 do.....,neutral,,,,,,
Ahh... I love Chinese music. Haha.  Not gonna see my luff til Thursday...,positive,,,,,,
People are people...nooooo? Id never have guessed tht...idiot..im grouchy now,negative,,,,,,
 i see you hannah klein!. lookin good today,positive,,,,,,
aha _marie my brother`s wallpaper on his phone is Dolly The Sheep  aha i`m loling.,positive,,,,,,
 it`s saying that it is the wrong link-it cannot find the address.,neutral,,,,,,
  I know... kittie should be a professional....,neutral,,,,,,
Sending blessings out to ,positive,,,,,,
 ahh ok! Enjoy! I`ll miss it,neutral,,,,,,
"So tonights TV viewing, BGT or HIGNFY and Reggie Perrin? Wont be tweeting however as  MiniC has hidden iPod",neutral,,,,,,
Mudweight hauled in for last time by   http://yfrog.com/0zr2jqj,negative,,,,,,
has dislocated her knee  *bad/painful times* gas + air and morphine are fun though,neutral,,,,,,
"i cant believes its already Monday, the weekend went by soooo fast, keeping my fingers crossed that will too",negative,,,,,,
"Barack Obama is a legend, just watched his dinner speach, it was pretty funny",positive,,,,,,
I got whooped by Jason Bradbury. Ace :0,neutral,,,,,,
 Ouch. I won`t be down in Miami tomorrow morning. That sucks  It`s a cruise? Are you driving back the next Saturday?,negative,,,,,,
sadd..  last night in fl.. going back to AR tomorrow,negative,,,,,,
"according to mary chaayaa, i look like a sexy emo in my dp  i not emo.",neutral,,,,,,
 sounds awesome..,positive,,,,,,
 well you are a tricky one so I would say 6.5,neutral,,,,,,
 no. my school will start on June1.  two days to go. i still don`t want. :l,negative,,,,,,
 Still no Internet today,neutral,,,,,,
"Tbh having no credit in your phone sux. i cant even text people to see what`s happening, like its totally grrrsville",negative,,,,,,
gahhhh homework. masterchef in half an hour! hahah and the recruits,neutral,,,,,,
This month was a bad month to try and get an advert together for Kobold Quarterly,negative,,,,,,
 I`m concerned for that family,positive,,,,,,
Idk i cant do ****,negative,,,,,,
only gets spam in her college email account now. What a way to rub in graduation.,negative,,,,,,
 I`m very much in tune with your words today. Thanks.,positive,,,,,,
 how are you gonna get them? I got bitten,negative,,,,,,
" I`m so sad I missed your calling time, I got home from practice too late",negative,,,,,,
 im jealous.  im slaving away at the store and youre chilling on the boat.,negative,,,,,,
  we get so bored with routine.. lol!,neutral,,,,,,
What does 'drink responsibly' mean to you? Please share a tip (or two if you`re drunk right now  ),neutral,,,,,,
I got up early to pay bills. I figured its like a bandaid if I get it over quickly it won`t be so bad... I was wrong,negative,,,,,,
" ooh, work im afarid  looking forward to a sunny weekeknd tho!!!",negative,,,,,,
Watch Lowkey freestyling (and selling his mixtape  on http://tinyurl.com/dev4xh and performing in Norwich tonight,neutral,,,,,,
I feel sorry for my bestie  good luck ali!,neutral,,,,,,
  I need one of these! Was just thinking about it earlier today as I downloaded pictures via USB.  #evernote_eyefi,neutral,,,,,,
putting 3 new consultants to work this week. it`s a good feeling!  congrats on your offers,positive,,,,,,
Oh gosh how I want the party to be over and done with already.,neutral,,,,,,
Ive totally not got that job  i can just tell.,neutral,,,,,,
Just snappy`s delivered some tea and ice cream. I love my sister.,positive,,,,,,
 eek can`t wait to see it!! as well as everyone elses. gahh i don`t know what i want  lol,neutral,,,,,,
FRIDAY so freakin happy today was an annoying day  buuut WEEKEND! TGIF<3,positive,,,,,,
 YEP  it`ll be awesome to the max =] haha,positive,,,,,,
"_ Heading off to Poole around 4ish,  has some serious gardening to do before we go, no Tweetdeck til Sunday evening,",negative,,,,,,
too sick for rigging tomorrow.,negative,,,,,,
Have to go to the dreaded DMV tomorrow,negative,,,,,,
"Is on her way to nottingham! ICOF tonight, then no more gigs umtil download. Fail",negative,,,,,,
 How are you?,neutral,,,,,,
 - That Jasper clip is my first 'favorite' Twitter message.,neutral,,,,,,
 Hey! r u back in La right now?What was ur favorite part bout Europe? I`ve never been out of the country xcept Canada  XO Jenna,negative,,,,,,
@_handz_ it was quiet.... unfortunatly but what the hell it`s good the chill out too right?,neutral,,,,,,
 I wish I could have time for my xbox  project all tied,positive,,,,,,
  your right.... How was your trip,neutral,,,,,,
_ember yay! thanks.  cover-i sad ang alist please. ),neutral,,,,,,
 Yay I love it when you host Money For Breakfast Jenna Lee  4hrs of you the amazing and so pretty and sexy Jenna Lee yay.,positive,,,,,,
Gutted. The kitchen is empty literally EMPTY. No even kidding. I`m so hungry,negative,,,,,,
"  Darn, I thought you meant White Sox.",neutral,,,,,,
_jtv WHAT! I was only gone for 30 minutes and you`re already showing boobage without me?,negative,,,,,,
"  I just got through doing my work now I can take the whole day off, its great being your own boss",positive,,,,,,
"  poor you lmao, just stick your head out the window!",negative,,,,,,
 etherreal WAS my main preoccupation. Now it`s EtherREAL`s preoccupation... humm... me ? schizophrenic ?,negative,,,,,,
 dohh! is it old? I had never heard it.. I`m so last year..,negative,,,,,,
 Instrumentalists like to give singers a hard time. But the vocalist`s job is the toughest when he/she is sick.,negative,,,,,,
Just got the Nashville IHOP staff to hit the Dougie with me and Mayne. What a **** night,positive,,,,,,
I miss matt today,negative,,,,,,
"4 shifts down, 2 to go... then its my birthday!! but, should i be getting excited??? im turning 29 which means im almost 30",neutral,,,,,,
Feeling tempted by high volume of jeeps to start an 'acura wave'. Me too!,neutral,,,,,,
" Inorite, humid as well",neutral,,,,,,
Heading back home with a win!,positive,,,,,,
my stomach hurts,negative,,,,,,
 good luck in the pressure test! don`t worry everything will be great,positive,,,,,,
 I really wish I could,positive,,,,,,
I`m very conflicted here.  I really like Mike but I still have feelings for Darrin.  It`s really complicated.  I don`t know what to do.,negative,,,,,,
 i cant,neutral,,,,,,
" Yes, maybe, but for today, I write",neutral,,,,,,
 noticed that yesterday too...i`m actually really happy about that  #StarTrek,positive,,,,,,
 ....back to a frizz head again,neutral,,,,,,
"Okay so yesterday was good went food shopping, cooked some chicken tacos and bakes some cookies!!!  Now I am back at work.",positive,,,,,,
Looking at our photo shoot pics...check out our myspace pics to see them...i love them all...,positive,,,,,,
